Number of hit	Text ID	Concordance line
7570	2	özel şahıslar mülkiyeti altında bulunup , ticaret maksadıyla yük veya insan taşımaya tahsis edilmiş ve bu sözleşmenin yürürlükte olduğu bir ülkede
7571	2	Oysa laikliğin temel kuralı hukukun din kurallarına göre değil , insan aklına göre düzenlenmesidir . Çelişki buradadır . Prof. Fığlalı ,
7572	2	değişikliklerinin otomatik sonuçlarına bırakıyor . Demokrasi tüm şartlarıyla gelirse , insan haklarına saygı gösterilirse ve çağdaş' çokkültürlülük benimsenirse , sorunların kendiliğinden
7573	2	demek . Tersine , din sorununun halli , demokrasi ve insan haklarının yerleşmesi açısından çok daha etkili olabilir . Dev bir
7574	2	özü budur ) . Laik eğitim veren okullarda tek tip insan yetiştiği görülmemiştir ama , dini eğitim veren okullar için aynı
7575	2	ancak sosyal adalet temeline dayalı olması nedeniyle ; Çok sayıda insan için , adaletsizliğin , sefaletin ve yoksulluğun bulunduğu çalışma koşullarının
7576	2	kesmek zorunda kalan Talay , Kışlalı'nın büyük ve öncü bir insan olduğunu belirterek , Ona yapılan suikast , Türkiye Cumhuriyeti'ne yapılmış
7577	2	söyledi . Onun cenazesinin başında toplanan bu topluluk gibi binlerce insan devletimizin değerlerinin savunucusudur . Sayıları giderek daha da artmaktadır diyen
7578	2	ölüm yok Gazetemiz Yayın Kurulu Başkanı İlhan Selçuk , Sevgili insan şu anda bizi dinlemiyor sanıyorsanız aldanıyorsanız . Dinliyor , belki
7579	2	cinayeti işletecek ortamı yaratan ve devrimci , laik demokratik , insan haklarına dayalı cumhuriyetin amaçlarında birleşen insanları bölenlere de lanet olsun
7580	2	, istihdaf edilen ve İnsan Hakları Evrensel Beyannamesinde beyan olunan insan haklarını ihlal edici mahiyette olan muayyen cebri veya mecburi çalıştırma
7581	2	Ahmet Taner Kışlalı`nın , topluma ışık tutan aydınlık düşünceli bir insan olduğunu ifade etti . Ecevit , şöyle konuştu . Çok
7582	2	nereye varacağına bakmadan aydınlatmasını istedi . Helsinki Zirvesi öncesi ülkenin insan hakları ve hukuk alanında önemli adımlar atacağı bir dönemde bu
7583	2	hak ettikleri payı , fırsat eşitliği temelinde özgürce isteyebilmelerini ve insan olarak taşıdıkları potansiyele tam olarak ulaşabilmelerini olanaklı kılabilmek için ,
7584	2	atıldı . Bakan Talay , Kışlalı`nın büyük ve öncü bir insan olduğunu ifade ederek , Ona yapılan suikast , Türkiye Cumhuriyeti`ne
7585	2	ve gemideki tıbbî ekipman , geminin tipi , gemide bulunan insan sayısı ile seferin niteliği , varış yeri ve süresi göz
7586	2	, ``Türkiye Cumhuriyeti`ni , Türkiye Cumhuriyeti`nin bölünmezliğini , demokratikleşmeyi , insan haklarını , laikliği ve tüm Atatürk ilkelerini hedef alan bir
7587	2	saldırı Türkiye Cumhuriyeti`ni , Türkiye Cumhuriyeti`nin bölünmezliğini , demokratikleşmeyi , insan haklarını , laikliği ve tüm Atatürk ilkelerini hedef alan bir
7588	2	ilk defa demokrasi altında yaşayan insanların sayısının diktatörlükler altında yaşayan insan sayısını geçtiğini , Türkiye`nin binyıllardan derinliğinden süzerek günümüze taşıdığı hoşgörü
7589	2	alarak , evrensel medeniyetin beşiği olan bu coğrafyada demokrasinin , insan haklarına saygının , hukukun üstünlüğünün ve serbest piyasa ekonomisinin kalıcı
7590	2	edilebileceğini düşünmek çok gülünçtür , ancak zeka düzeyi ufak bir insan olmak lazım . Onlara insan demek , bir insan olarak
7591	2	ancak zeka düzeyi ufak bir insan olmak lazım . Onlara insan demek , bir insan olarak ağırıma gidiyor . `` ``Cumhuriyet`in
7592	2	bir insan olmak lazım . Onlara insan demek , bir insan olarak ağırıma gidiyor . `` ``Cumhuriyet`in yaşatılmasında hepimizin ortaya koyduğu
7593	2	bombayla yok edilebileceğini düşünmek gülünç bir şey , onu yapanları insan olarak nitelemek de biraz zor . Onun savunduğu değerleri sımsıkı
7594	2	senin inancın ve kararlığınla savunmaya devam edeceğiz . Örnek bir insan , güçlü bir Cumhuriyet savunucusu , güçlü bir vatansever ,
7595	2	Ahmet Taner Kışlalı`nın çok iyi bir gazeteci , seçkin bir insan , iyi bir Atatürkçü ve iyi bir Cumhuriyet aydını olduğunu
7596	2	21. yüzyılın eşiğinde , insanlığın ortak ideali olan demokrasi ve insan haklarının ülkemizde geliştirilmesi çabalarını engellemeyeceğine inanmaktadır . Demokrasi ve basın
7597	2	yaptığı yasal düzenmeleri yapmayan ve yaptırmamak için savaş veren sözde insan hakları savunucusu yazarlar , politikacılar , dernekler , partiler ve
7598	2	Karanlık , aydınlığı yenemez . İlkellik uygarlığı , hoşgörü ve insan sevgisi karanlığı yenecektir . Demokratik ve laik Cumhuriyet , ilelebet
7599	2	saygın bir politikacı , ciddi bir bilimadamı , dürüst bir insan , sorumluluk duygusu çok gelişmiş bir aydın ve iyi bir
7600	2	ve programları , Devletin ülkesi ve milletiyle bölünmez bütünlüğüne , insan haklarına , millet egemenliğine , demokratik ve laik Cumhuriyet ilkelerine
7601	2	, Devletin bağımsızlığına , ülkesi ve milliyetiyle bölünmez bütünlüğüne , insan haklarına , eşitlik ve hukuk devleti ilkelerine , millet egemenliğine
7602	2	, Türk düşüncesinin yaratıcı gücünün eseridir . Bu dil , insan aklının üstün kudretinin ürünüdür . Türkçe kadar kolay anlaşılan ,
7603	2	şunları söyledi : ``Ailesine sabırlar diliyorum . Bütün semavi dinlerde insan , mukaddes bir varlıktır . İnsanın canı , malı ,
7604	2	malumları olduğu üzere : Hukuk devleti , herşeyden önce adaleti insan haklarına saygıyı ve onu korumayı esas alan ve kendisini bu
7605	2	ceza ile te'yid edilmiş olan , kanunun tavsif ettiği bir insan fiilidir . Bir fiilin suç sayılabilmesi için kanunda gösterilmiş olması
7606	2	Çünkü demokratik ve çoğulcu rejim dışında başkaca bir yönetimin , insan onurunu aşagılatıcı sayıldığı uygar toplum ölçeğinde , bu özgürlükler artık
7607	2	, muasır medeniyetin üstüne çıkarmak , demokratik , laik , insan haklarına saygılı , özgür bir hukuk devleti olarak güçlü ve
7608	2	bu amaca ters düştüğü , TCK'nun 163. maddesinin kaldırılmasının ülkemizi insan haklarının evrensel normlarına yaklaştıran bir yasama tasarrufu olduğu 1995 Anayasa
7609	2	kesinlikle mevcut olmadığı , Bilakis diğer dinlere mensup azınlıklara karşı insan haklarına ve laikliğe uygun bir tatbikatın yapıldığının teşekkür belgeleriyle sabit
7610	2	gerekir . Aslında çok önemli bir konuyla , tehlikenin kaynağında insan hayatı ile ilgileniyoruz . Marmara Denizi'nde oluşabilecek depremlere her geçen
7611	2	yürütür . MİLLİYET GAZETESİ - 17 AĞUSTOS 2000 Bu da insan depremi 17 Ağustos’un yıldönümünde bu kez de halk 7 .
7612	2	yıl geçti . Bilanço çok ağırdı ... Yüzyılın felaketinde binlerce insan yaşamını yitirirken milyarlarca dolarlık hasar meydana geldi . 17 Ağustos
7613	2	şaşkınlıkla bakan insanı hálá görür gibiyim . Arabanın direksiyonundaki o insan kimdi ? Arabada başkaları var mıydı ? Bilmiyorum . Ama
7614	2	kayıp . 20 binden fazla yaralı . Sakat kalmış binlerce insan . Ve bütün bunlardan geriye kalan müthiş bir toplumsal travma
7615	2	geçim kaynaklarından da oldu . İşyerleriyle birlikte işlerini kaybeden binlerce insan , yardıma muhtaç olmanın burukluğu içinde yaşıyor AYŞEGÜL DİKENLİ İZMİT
7616	2	, yargının sorunlarının çözülmesine evet , adalet reformuna evet , insan haklarına evet , cezaevlerinin iyileştirilmesine evet . Şimdi , sormak
7617	2	. Tabiî ki biz konuşacağız , milleti temsil eden 550 insan olarak bunu konuşacağız . Sadece oylama için burada değiliz ,
7618	2	ki , bir yerlerde bazı taslaklar hazırlanıyor ; az sayıda insan , buna tamam , bu , böyle olsun diyor ;
7619	2	üstten , alttan , bir taraflardan mutlaka taşar . Akıllı insan , suyunun önüne baraj yapar , onu kanallara kanalize eder
7620	2	toplumun huzuru , milli dayanışma ve adalet anlayışı içinde , insan haklarına saygılı , Atatürk milliyetçiliğine bağlı , başlangıçta belirtilen temel
7621	2	Depremzedeler Derneği imzalı metinde , Cumhurbaşkanımıza , hukukun üstünlüğüne ve insan haklarına karşı gösterdiği duyarlılığa karşı tebrik ve takdirlerimizi arzederiz satırları
7622	2	Türk toplumunda ve siyasi hayatında en önemli rolü oynamış bir insan . Ben sizden şunu beklerdim . Yani , hoca ayıp
7623	2	O ne diyordu ? Din hayatın ruhudur diyordu . Din insan tabiatının bir yanıdır diyordu . Şimdi onun dediği noktaya gelindi
7624	2	Uyumsuzluk yapacaklar , bu ülkede , bizim insanımızdan uyumsuzluk yapan insan sayısı hiç de az değildir . Kaç defa dinledi ,
7625	2	insanlardır . Ve siz bu yoklardan , bu karanlık ruhlardan insan çıkaracaksınız . g ) Halen bu sistem devam ediyor .
7626	2	bugün Olduğu kadar tepeden tırnağa Allah’a inanmış bu kadar inanmış insan yoktur . Mübalağa etmiyorum . Hatta diyebilirim mülkiyede bu kadar
7627	2	. Mübalağa etmiyorum . Hatta diyebilirim mülkiyede bu kadar inanmış insan yoktur . Müsaade ederseniz diyebilirim adliyede bu kadar inanmış insan
7628	2	insan yoktur . Müsaade ederseniz diyebilirim adliyede bu kadar inanmış insan yoktur . Müsaade ederseniz diyebilirim birtakım hayati dinamik müesseselerde bu
7629	2	Müsaade ederseniz diyebilirim birtakım hayati dinamik müesseselerde bu kadar inanmış insan yoktur . Sadece o başı mahirane , meseleyi dağıtmadan ,
7630	2	ve yetki gaspına neden olmadan yapmak zorundadırlar . Demokrasi , insan hakları , özgürlük ve barış içinde yaşama gibi değer ve
7631	2	haklarından yoksun bırakılmasına sebep veya gerekçe kılınamaz . Laiklik ilkesi insan haklarında mutlak eşitlik ilkesi ile adalet ilkesinin tarafsız uygulanmasından ,
7632	2	a ) SRP , taraftarlarının davranışlarında da görüldüğü gibi , insan hakları esasına , özellikle insan onuruna , kişiliği özgürce geliştirme
7633	2	davranışlarında da görüldüğü gibi , insan hakları esasına , özellikle insan onuruna , kişiliği özgürce geliştirme hakkına , yasa önünde eşitlik
7634	2	Demokrasiyi kullanarak demokrasiyi yıkma özgürlüğünün olamayacağını kabul etti . Avrupa’nın insan hakları konusundaki en üst yargı organı şu kararı alalı daha
7635	2	yok olmuştu . Toz dumandan göz gözü görmüyordu . Yüzlerce insan sokaklarda ağlıyor ve yakınlarını arıyordu . * Hiç unutamayacağınız anlar
7636	2	Hasar tespit sonuçları bilimsellikten son derece uzak . 800 kadar insan hala Florya Sosyal Tesislerinde yaşıyor . Ekim ayı içinde tesisleri
7637	2	ekonomik yapısı depremle yerle bir olmuştur . Bir çok üretici insan tüketici durumuna düşmüş , ayni ve nakdi yardıma muhtaç hale
7638	2	sigortalı sayısının 51 binden 30 bine düştüğü Bolu’da 25 bin insan kenti terketmek zorunda kalmıştır . Depremzede aileler çadırkentlerden inşaatları biten
7639	2	değilken , 3 kreş , 2 okul bulunuyor . Binlerce insan yitirdik Kocaeli : Hasarlı 119 bin 821 konut , 17
7640	2	iktidara gelmesinden bu yana önemli ilerlemeler olduğunu , çok sayıda insan hakları yasasının çıktığını ve Türkiye`nin insan hakları konusundaki genel durumunun
7641	2	olduğunu , çok sayıda insan hakları yasasının çıktığını ve Türkiye`nin insan hakları konusundaki genel durumunun eskiye göre daha iyi olduğunu belirten
7642	2	savunmamızın I. Bölüm Sayfa 27 - 32'de Çağdaş Dünya'nın , insan hakları , özgürlük ve demokrasi bakımından nereye doğru gittiğini delilleriyle
7643	2	fikir ve uygulamaların tamamen terk edildiğini , Kutsal Devlet yerine insan hakları , özgürlük ve demokrasinin esas alındığını ve günümüzde artık
7644	2	, Devletin bağımsızlığına , ülkesi ve milletiyle bölünmez bütünlüğüne , insan haklarına , eşitlik ve hukuk devleti ilkelerine , millet egemenliğine
7645	2	inhisar ettirirken diğer yandan da çağdaş hukuk normlarına uygun , insan hakları , demokrasi ve özgürlükler bakımından daha adil bir düzene
7646	2	depremin nerelerde hissedildiğini ve büyüklüğünü tespit etmeye çalışyorduk . Ama insan ister istemez bir heyecan ve panik yaşıyor . * Bu
7647	2	inhisar ettirirken diğer yandan da çağdaş hukuk normarına uygun , insan hakları , demokrasi ve özgürlükler bakımından daha adil bir düzene
7648	2	gerçekleştirilmesi sağlanır . Kimi temel prensipler vardır ki mesela temel insan hakları , özgürlükler , kazanılmış haklar , demokrasi , hukuk
7649	2	maddeleri ve 6187 Sayılı Kanun'un yürürlükten kaldırılması ile Türkiye'mizde de insan hakları ve düşünce hürriyeti daha geniş sınırlara kavuşmuştur . Böylece
7650	2	. Sorumsuzluk ve dokunulmazlık güvenceleri Batı'yla entegrasyon da , gerek insan haklarına saygı ve gerekse çağdaş hukuk normlarına sahip olmak bakımından
7651	2	Standartını tanıma yükümlülüğü altına girmiştir . Türkiye , böylece , insan hak ve özgürlüklerine saygı ve hukukun üstünlüğü konularında Avrupa devletleriyle
7652	2	, muasır medeniyetin üstüne çıkarmak , demokratik , laik , insan haklarına saygılı , özgür bir hukuk devleti olarak güçlü ve
7653	2	, muasır medeniyetin üstüne çıkarmak , demokratik , laik , insan haklarına saygılı , özgür bir hukuk devleti olarak güçlü ve
7654	2	... Türkiye'mizin demokratik , laik bir hukuk devleti olarak , insan haklarına saygılı , hürriyetçi parlamenter sisteme sahip bir ülke olarak
7655	2	zamandır gerek yerel yönetimlerde gerekse hükümette demokratik , laik , insan haklarına saygılı , özgür bir hukuk devleti olarak güçlü ve
7656	2	etkinlikler gece boyunca sürdü . Avcılar'da gece yapılması planlanan Elele insan zinciri ve meşalelerle yürüyüş ise İstanbul Valiliği'nin emriyle iptal edildi
7657	2	andı . İnsanlar hâlâ kaybettikleri sevdiklerinin acısı içinde . Birçok insan da yeni bir deprem korkusunu taşıyor . Depremden sonra yardım
7658	2	hesaplamaya katılmamıştır . Evsiz ve üstelik işsiz kalmış olan binlerce insan için getirilen geçerli bir çözüm önerisi yoktur . Konut sorununun
7659	2	1998 - Afganistan'ın kuzeyini vuran şiddetli depremde 3 bin kadar insan yaşamını yitirirken , Takhar bölgesinde 50 köy yerle bir oldu
7660	2	- Ermenistan'ın kuzeybatısını vuran 6.9 şiddetindeki depremde 25 binden fazla insan öldü , 18 bin kişi yaralandı . Spitak kasabası tamamen
7661	2	şiddetinde meydana gelen depremde , 6 bin ila 12 bin insan öldü , 40 bin kişi yaralandı . 30 Ekim 1983
7662	2	2 bin 735 kişi öldü , 7 bin 500'den fazla insan yaralandı . Merkez üssü Eboli'de olan deprem en çok Napoli'de
7663	2	Merkez üssü El Asnam kasabası olan deprem sonucu 330 bin insan evsiz kaldı . Bu derste , nesne yönelimi yeni bir
7664	2	4 - Örgütlenme usul ve esasları : Cemaat tek tip insan yetiştirme gayreti içindedir . Gerçi 1990’lı yıllarda tahminlerin üstünde büyüdüğü
7665	2	vardır : Okuyan gençler ve esnaftır . Gençler , cemaatin insan kaynağı , esnaf ise lojistik ve para kaynağıdır . Fethullah
7666	2	dershaneleri en aktif ve verimli çalıştığı organlardır . Buralara büyük insan kaynağı ve parasal destek ayrılmıştır . İstanbul’daki FEM dershaneleri ,
7667	2	yatılı olduğundan öğrenci ile çok daha yakın ilişkiye girilmekte ve insan kazanmada daha etkili olunmaktadır . Bu okul ve dershanelerdeki eğitim
7668	2	işi para için değil kendileri inandıkları için yapan pek çok insan vardır . Çocukların lise çağında hafta sonlarında gördükleri ilgi ve
